2018-10-06 18:25:07,611;TSHARK-ryu;112;0000000000000026-2<-->0000000000000025-00000003
2018-10-06 18:25:07,611;TSHARK-ryu;113;0000000000000026-3<-->0000000000000027-00000002
2018-10-06 18:25:07,611;TSHARK-ryu;114;0000000000000029-3<-->000000000000002a-00000002
2018-10-06 18:25:07,612;TSHARK-ryu;115;0000000000000005-3<-->0000000000000006-00000002
2018-10-06 18:25:07,612;TSHARK-ryu;116;0000000000000028-2<-->0000000000000027-00000003
2018-10-06 18:25:07,613;TSHARK-ryu;117;000000000000003a-3<-->000000000000003b-00000002
2018-10-06 18:25:07,613;TSHARK-ryu;118;000000000000003a-2<-->0000000000000039-00000003
2018-10-06 18:25:07,613;TSHARK-ryu;119;0000000000000012-2<-->0000000000000011-00000003
2018-10-06 18:25:07,613;TSHARK-ryu;120;0000000000000012-3<-->0000000000000013-00000002
2018-10-06 18:25:07,613;TSHARK-ryu;121;0000000000000054-2<-->0000000000000053-00000003
2018-10-06 18:25:07,614;TSHARK-ryu;122;0000000000000018-3<-->0000000000000019-00000002
2018-10-06 18:25:07,614;TSHARK-ryu;123;0000000000000018-2<-->0000000000000017-00000003
2018-10-06 18:25:07,614;TSHARK-ryu;124;000000000000002e-2<-->000000000000002d-00000003
2018-10-06 18:25:07,614;TSHARK-ryu;125;000000000000002e-3<-->000000000000002f-00000002
2018-10-06 18:25:07,615;TSHARK-ryu;126;0000000000000030-2<-->000000000000002f-00000003
2018-10-06 18:25:07,615;TSHARK-ryu;127;0000000000000058-2<-->0000000000000057-00000003
2018-10-06 18:25:07,615;TSHARK-ryu;128;0000000000000048-3<-->0000000000000049-00000002
2018-10-06 18:25:07,615;TSHARK-ryu;129;0000000000000034-2<-->0000000000000033-00000003
2018-10-06 18:25:07,615;TSHARK-ryu;130;0000000000000036-3<-->0000000000000037-00000002
2018-10-06 18:25:07,616;TSHARK-ryu;131;0000000000000033-2<-->0000000000000032-00000003
2018-10-06 18:25:07,616;TSHARK-ryu;132;0000000000000007-3<-->0000000000000008-00000002
2018-10-06 18:25:07,616;TSHARK-ryu;133;0000000000000007-2<-->0000000000000006-00000003
2018-10-06 18:25:07,616;TSHARK-ryu;134;0000000000000047-2<-->0000000000000046-00000003
2018-10-06 18:25:07,616;TSHARK-ryu;135;000000000000001a-3<-->000000000000001b-00000002
2018-10-06 18:25:07,617;TSHARK-ryu;136;000000000000005f-2<-->000000000000005e-00000003
2018-10-06 18:25:07,617;TSHARK-ryu;137;000000000000005f-3<-->0000000000000060-00000002
2018-10-06 18:25:07,617;TSHARK-ryu;138;000000000000001c-2<-->000000000000001b-00000003
2018-10-06 18:25:07,617;TSHARK-ryu;139;0000000000000023-2<-->0000000000000022-00000003
2018-10-06 18:25:07,618;TSHARK-ryu;140;0000000000000035-2<-->0000000000000034-00000003
2018-10-06 18:25:07,618;TSHARK-ryu;141;0000000000000029-2<-->0000000000000028-00000003
2018-10-06 18:25:07,618;TSHARK-ryu;142;0000000000000005-2<-->0000000000000004-00000003
2018-10-06 18:25:07,618;TSHARK-ryu;143;000000000000004e-3<-->000000000000004f-00000002
2018-10-06 18:25:07,618;TSHARK-ryu;144;0000000000000054-3<-->0000000000000055-00000002
2018-10-06 18:25:07,618;TSHARK-ryu;145;0000000000000009-3<-->000000000000000a-00000002
2018-10-06 18:25:07,619;TSHARK-ryu;146;0000000000000009-2<-->0000000000000008-00000003
2018-10-06 18:25:07,620;TSHARK-ryu;147;0000000000000058-3<-->0000000000000059-00000002
2018-10-06 18:25:07,620;TSHARK-ryu;148;000000000000005e-2<-->000000000000005d-00000003
2018-10-06 18:25:07,620;TSHARK-ryu;149;0000000000000048-2<-->0000000000000047-00000003
2018-10-06 18:25:07,620;TSHARK-ryu;150;000000000000001a-3<-->000000000000001b-00000002
2018-10-06 18:25:07,624;TSHARK-ryu;151;0000000000000061-3<-->0000000000000062-00000002
2018-10-06 18:25:07,626;TSHARK-ryu;152;0000000000000063-2<-->0000000000000062-00000003
2018-10-06 18:25:07,626;TSHARK-ryu;153;0000000000000051-2<-->0000000000000050-00000003
2018-10-06 18:25:07,626;TSHARK-ryu;154;000000000000001f-3<-->0000000000000020-00000002
2018-10-06 18:25:07,627;TSHARK-ryu;155;0000000000000022-2<-->0000000000000021-00000003
2018-10-06 18:25:07,628;TSHARK-ryu;156;000000000000004f-3<-->0000000000000050-00000002
2018-10-06 18:25:07,628;TSHARK-ryu;157;000000000000004a-2<-->0000000000000049-00000003
2018-10-06 18:25:07,629;TSHARK-ryu;158;0000000000000040-3<-->0000000000000041-00000002
2018-10-06 18:25:07,629;TSHARK-ryu;159;0000000000000045-2<-->0000000000000044-00000003
2018-10-06 18:25:07,629;TSHARK-ryu;160;000000000000002b-2<-->000000000000002a-00000003
2018-10-06 18:25:07,631;TSHARK-ryu;161;0000000000000021-2<-->0000000000000020-00000003
2018-10-06 18:25:07,631;TSHARK-ryu;162;000000000000003c-3<-->000000000000003d-00000002
2018-10-06 18:25:07,631;TSHARK-ryu;163;0000000000000003-2<-->0000000000000002-00000003
2018-10-06 18:25:07,631;TSHARK-ryu;164;0000000000000056-2<-->0000000000000055-00000003
2018-10-06 18:25:07,631;TSHARK-ryu;165;0000000000000056-3<-->0000000000000057-00000002
2018-10-06 18:25:07,632;TSHARK-ryu;166;0000000000000060-3<-->0000000000000061-00000002
2018-10-06 18:25:07,632;TSHARK-ryu;167;0000000000000053-2<-->0000000000000052-00000003
2018-10-06 18:25:07,632;TSHARK-ryu;168;000000000000002d-2<-->000000000000002c-00000003
2018-10-06 18:25:07,632;TSHARK-ryu;169;0000000000000011-2<-->0000000000000010-00000003
2018-10-06 18:25:07,633;TSHARK-ryu;170;0000000000000002-2<-->0000000000000001-00000002
2018-10-06 18:25:07,633;TSHARK-ryu;171;0000000000000046-2<-->0000000000000045-00000003
2018-10-06 18:25:07,633;TSHARK-ryu;172;0000000000000010-2<-->000000000000000f-00000003
2018-10-06 18:25:07,633;TSHARK-ryu;173;0000000000000063-3<-->0000000000000064-00000002
2018-10-06 18:25:07,634;TSHARK-ryu;174;0000000000000051-3<-->0000000000000052-00000002
2018-10-06 18:25:07,634;TSHARK-ryu;175;0000000000000025-2<-->0000000000000024-00000003
2018-10-06 18:25:07,634;TSHARK-ryu;176;0000000000000015-2<-->0000000000000014-00000003
2018-10-06 18:25:07,634;TSHARK-ryu;177;000000000000000e-3<-->000000000000000f-00000002
2018-10-06 18:25:07,634;TSHARK-ryu;178;000000000000000e-2<-->000000000000000d-00000003
2018-10-06 18:25:07,634;TSHARK-ryu;179;000000000000000a-3<-->000000000000000b-00000002
2018-10-06 18:25:07,635;TSHARK-ryu;180;000000000000001f-2<-->000000000000001e-00000003
2018-10-06 18:25:07,635;TSHARK-ryu;181;000000000000000d-2<-->000000000000000c-00000003
2018-10-06 18:25:07,635;TSHARK-ryu;182;0000000000000037-3<-->0000000000000038-00000002
2018-10-06 18:25:07,635;TSHARK-ryu;183;0000000000000059-3<-->000000000000005a-00000002
2018-10-06 18:25:07,636;TSHARK-ryu;184;000000000000000c-2<-->000000000000000b-00000003
2018-10-06 18:25:07,636;TSHARK-ryu;185;000000000000005d-2<-->000000000000005c-00000003
2018-10-06 18:25:07,636;TSHARK-ryu;186;0000000000000032-2<-->0000000000000031-00000003
2018-10-06 18:25:07,636;TSHARK-ryu;187;000000000000004b-3<-->000000000000004c-00000002
2018-10-06 18:25:07,636;TSHARK-ryu;188;0000000000000039-2<-->0000000000000038-00000003
2018-10-06 18:25:07,637;TSHARK-ryu;189;0000000000000040-2<-->000000000000003f-00000003
2018-10-06 18:25:07,637;TSHARK-ryu;190;000000000000001e-2<-->000000000000001d-00000003
2018-10-06 18:25:07,637;TSHARK-ryu;191;000000000000002b-3<-->000000000000002c-00000002
2018-10-06 18:25:07,637;TSHARK-ryu;192;0000000000000013-3<-->0000000000000014-00000002
2018-10-06 18:25:07,638;TSHARK-ryu;193;000000000000005a-3<-->000000000000005b-00000002
2018-10-06 18:25:07,638;TSHARK-ryu;194;0000000000000041-3<-->0000000000000042-00000002
2018-10-06 18:25:07,638;TSHARK-ryu;195;000000000000005b-3<-->000000000000005c-00000002
2018-10-06 18:25:07,638;TSHARK-ryu;196;000000000000004c-3<-->000000000000004d-00000002
2018-10-06 18:25:07,638;TSHARK-ryu;197;0000000000000042-3<-->0000000000000043-00000002
2018-10-06 18:25:07,638;TSHARK-ryu;198;0000000000000003-3<-->0000000000000004-00000002
